Date,Temp,City,Measuring Device,Where,Noise
1981-08-25,19.6,City B,Device 2,Downtown,5.24225296586906
1981-08-26,22.0,City B,Device 2,Downtown,2.6965887619263196
1981-08-27,21.0,City B,Device 2,Downtown,3.9063858508800875
1981-08-28,20.5,City B,Device 2,Downtown,3.6208469568857957
1981-08-29,23.1,City B,Device 2,Downtown,10.116450553266327
1981-08-30,20.5,City B,Device 2,Downtown,5.721516656442087
1981-08-31,21.2,City B,Device 2,Downtown,2.0017204959254618
1981-09-01,23.0,City B,Device 2,Downtown,6.195795164484312
1981-09-02,25.3,City B,Device 2,Downtown,4.423988910106867
1981-09-03,24.8,City B,Device 2,Downtown,-4.1612931412789145
1981-09-04,24.6,City B,Device 2,Downtown,6.439557113461452
1981-09-05,23.5,City B,Device 2,Downtown,0.34190365046949367
1981-09-06,22.5,City B,Device 2,Downtown,6.735393260768726
1981-09-07,26.2,City B,Device 2,Downtown,2.11620920290847
1981-09-08,29.6,City B,Device 2,Downtown,0.625026618820538
1981-09-09,26.7,City B,Device 2,Downtown,6.483024952947137
1981-09-10,22.8,City B,Device 2,Downtown,0.517418704175947
1981-09-11,27.3,City B,Device 2,Downtown,3.6599023895686402
1981-09-12,25.1,City B,Device 2,Downtown,5.613132184763489
1981-09-13,26.5,City B,Device 2,Downtown,6.8366975693841585
1981-09-14,22.3,City B,Device 2,Downtown,7.234653609321956
1981-09-15,25.9,City B,Device 2,Downtown,4.891156134338893
1981-09-16,29.1,City B,Device 2,Downtown,2.5028139569339327
1981-09-17,25.7,City B,Device 2,Downtown,10.771446277912775
1981-09-18,31.9,City B,Device 2,Downtown,3.1820560383842067
1981-09-19,25.5,City B,Device 2,Downtown,10.410766944459493
1981-09-20,21.5,City B,Device 2,Downtown,3.642425080147923
1981-09-21,26.0,City B,Device 2,Downtown,8.483857080025423
1981-09-22,21.3,City B,Device 2,Downtown,8.209896616850399
1981-09-23,25.5,City B,Device 2,Downtown,1.8633972578693165
1981-09-24,22.2,City B,Device 2,Downtown,6.065853521018688
1981-09-25,22.6,City B,Device 2,Downtown,7.266176087572566
1981-09-26,25.7,City B,Device 2,Downtown,7.102946364569732
1981-09-27,22.8,City B,Device 2,Downtown,4.403187649148312
1981-09-28,24.6,City B,Device 2,Downtown,5.9058801362184346
1981-09-29,26.4,City B,Device 2,Downtown,3.815930957013327
1981-09-30,27.4,City B,Device 2,Downtown,1.4845598623366332
1981-10-01,23.9,City B,Device 2,Downtown,7.952036710820721
1981-10-02,28.2,City B,Device 2,Downtown,3.3209557342443294
1981-10-03,23.6,City B,Device 2,Downtown,9.139274574818652
1981-10-04,21.2,City B,Device 2,Downtown,6.80735270371883
1981-10-05,26.4,City B,Device 2,Downtown,2.322059979461348
1981-10-06,28.2,City B,Device 2,Downtown,4.516405041376288
1981-10-07,29.3,City B,Device 2,Downtown,4.140845253814478
1981-10-08,22.3,City B,Device 2,Downtown,2.387337051044117
1981-10-09,27.9,City B,Device 2,Downtown,6.50428876967999
1981-10-10,22.8,City B,Device 2,Downtown,3.5641577784164467
1981-10-11,21.2,City B,Device 2,Downtown,9.895074540892391
1981-10-12,20.6,City B,Device 2,Downtown,7.582673723055288
1981-10-13,25.0,City B,Device 2,Downtown,2.3594328063752608
1981-10-14,28.3,City B,Device 2,Downtown,4.94299843535805
1981-10-15,23.3,City B,Device 2,Downtown,4.319719423491248
1981-10-16,25.2,City B,Device 2,Downtown,0.3064764385664107
1981-10-17,23.6,City B,Device 2,Downtown,7.793767036304358
1981-10-18,22.3,City B,Device 2,Downtown,7.849426445633988
1981-10-19,25.4,City B,Device 2,Downtown,7.776503644107157
1981-10-20,26.2,City B,Device 2,Downtown,3.6290364272193876
1981-10-21,28.2,City B,Device 2,Downtown,8.206957914856753
1981-10-22,26.4,City B,Device 2,Downtown,4.3707411937323375
1981-10-23,24.1,City B,Device 2,Downtown,7.805443338773225
1981-10-24,21.6,City B,Device 2,Downtown,10.437583445352622
1981-10-25,23.4,City B,Device 2,Downtown,5.4203296439142585
1981-10-26,24.7,City B,Device 2,Downtown,0.7425536685665399
1981-10-27,28.2,City B,Device 2,Downtown,4.049296410414962
1981-10-28,27.5,City B,Device 2,Downtown,6.922957599150519
1981-10-29,26.0,City B,Device 2,Downtown,8.659623137091865
1981-10-30,26.0,City B,Device 2,Downtown,1.598623893819266
1981-10-31,26.7,City B,Device 2,Downtown,4.428355107015644
1981-11-01,24.2,City B,Device 2,Downtown,5.700017378780365
1981-11-02,26.5,City B,Device 2,Downtown,6.304994972788523
1981-11-03,28.6,City B,Device 2,Downtown,7.731270809009252
1981-11-04,28.7,City B,Device 2,Downtown,2.1546810306386095
1981-11-05,25.4,City B,Device 2,Downtown,3.729565108323392
1981-11-06,26.5,City B,Device 2,Downtown,8.023899432801734
1981-11-07,22.6,City B,Device 2,Downtown,6.1770047333729226
1981-11-08,24.6,City B,Device 2,Downtown,6.345141952345062
1981-11-09,29.2,City B,Device 2,Downtown,8.37597049599276
1981-11-10,30.7,City B,Device 2,Downtown,5.312160169127268
1981-11-11,25.5,City B,Device 2,Downtown,6.584010266215509
1981-11-12,25.5,City B,Device 2,Downtown,4.056308414248138
1981-11-13,24.7,City B,Device 2,Downtown,0.9649699391948747
1981-11-14,24.5,City B,Device 2,Downtown,1.1142263441567382
1981-11-15,26.3,City B,Device 2,Downtown,5.222961661047895
1981-11-16,23.9,City B,Device 2,Downtown,4.4013178460113505
1981-11-17,24.4,City B,Device 2,Downtown,3.0361904944250657
1981-11-18,26.9,City B,Device 2,Downtown,5.954042889257506
1981-11-19,26.7,City B,Device 2,Downtown,2.3291853436752534
1981-11-20,28.4,City B,Device 2,Downtown,5.33401179914891
1981-11-21,27.6,City B,Device 2,Downtown,4.94143232503918
1981-11-22,25.1,City B,Device 2,Downtown,2.4800332561632588
1981-11-23,30.8,City B,Device 2,Downtown,-1.8946176416135554
1981-11-24,28.6,City B,Device 2,Downtown,9.369582159418332
1981-11-25,26.9,City B,Device 2,Downtown,5.949911707111873
1981-11-26,24.9,City B,Device 2,Downtown,-2.9923778177864175
1981-11-27,27.6,City B,Device 2,Downtown,3.720714147099433
1981-11-28,32.8,City B,Device 2,Downtown,6.181363193747956
1981-11-29,30.0,City B,Device 2,Downtown,4.315577927898632
1981-11-30,28.6,City B,Device 2,Downtown,6.740990337809688
1981-12-01,28.4,City B,Device 2,Downtown,2.08019724425228
1981-12-02,25.5,City B,Device 2,Downtown,5.5255031876542064
1981-12-03,29.2,City B,Device 2,Downtown,4.839548921794531
1981-12-04,26.5,City B,Device 2,Downtown,4.450814039114079
1981-12-05,28.0,City B,Device 2,Downtown,4.336913294634993
1981-12-06,30.0,City B,Device 2,Downtown,5.599278665577883
1981-12-07,29.7,City B,Device 2,Downtown,7.798164241064276
1981-12-08,27.6,City B,Device 2,Downtown,3.4096405993998453
1981-12-09,27.5,City B,Device 2,Downtown,3.7782799279642076
1981-12-10,28.5,City B,Device 2,Downtown,5.481694975227534
1981-12-11,29.8,City B,Device 2,Downtown,4.639550073113753
1981-12-12,32.2,City B,Device 2,Downtown,6.156806877032976
1981-12-13,24.7,City B,Device 2,Downtown,7.154872207263029
1981-12-14,27.1,City B,Device 2,Downtown,8.873566708552627
1981-12-15,27.8,City B,Device 2,Downtown,4.650667555185008
1981-12-16,26.2,City B,Device 2,Downtown,-1.831893989981097
1981-12-17,31.4,City B,Device 2,Downtown,4.791126381634613
1981-12-18,30.6,City B,Device 2,Downtown,6.061611280648521
1981-12-19,28.3,City B,Device 2,Downtown,4.439134950401751
1981-12-20,26.0,City B,Device 2,Downtown,4.540291514698725
1981-12-21,26.1,City B,Device 2,Downtown,-2.2975255379413397
1981-12-22,30.0,City B,Device 2,Downtown,6.523953009846138
1981-12-23,27.8,City B,Device 2,Downtown,4.02790301293998
1981-12-24,30.0,City B,Device 2,Downtown,0.4667701762693923
1981-12-25,29.2,City B,Device 2,Downtown,2.3857338032151274
1981-12-26,29.0,City B,Device 2,Downtown,2.405510175603238
1981-12-27,30.5,City B,Device 2,Downtown,6.8262472470251065
1981-12-28,28.3,City B,Device 2,Downtown,6.684914289570216
1981-12-29,30.6,City B,Device 2,Downtown,9.544251147446753
1981-12-30,30.2,City B,Device 2,Downtown,6.943774436938755
1981-12-31,32.4,City B,Device 2,Downtown,0.9450518440469775
1982-01-01,32.0,City B,Device 2,Downtown,0.7723721705834263
1982-01-02,30.0,City B,Device 2,Downtown,8.392176063587392
1982-01-03,28.5,City B,Device 2,Downtown,9.700058603288433
1982-01-04,30.2,City B,Device 2,Downtown,4.286755705563909
1982-01-05,28.0,City B,Device 2,Downtown,6.676408964555334
1982-01-06,27.5,City B,Device 2,Downtown,0.4853261486614633
1982-01-07,29.1,City B,Device 2,Downtown,-0.8317652749953623
1982-01-08,29.8,City B,Device 2,Downtown,1.4779289703714689
1982-01-09,31.2,City B,Device 2,Downtown,3.9284374231909513
1982-01-10,30.8,City B,Device 2,Downtown,3.435870843775886
1982-01-11,34.1,City B,Device 2,Downtown,4.309657809646199
1982-01-12,37.2,City B,Device 2,Downtown,3.5269567019026695
1982-01-13,30.9,City B,Device 2,Downtown,7.037903434848989
1982-01-14,28.0,City B,Device 2,Downtown,9.282640853982034
1982-01-15,29.1,City B,Device 2,Downtown,5.108592388281306
1982-01-16,30.8,City B,Device 2,Downtown,11.089992462321383
1982-01-17,39.0,City B,Device 2,Downtown,3.0967858690974617
1982-01-18,33.0,City B,Device 2,Downtown,3.4246898181831824
1982-01-19,34.7,City B,Device 2,Downtown,6.16320398822885
1982-01-20,40.2,City B,Device 2,Downtown,3.9356037139679776
1982-01-21,35.5,City B,Device 2,Downtown,8.531156767329925
1982-01-22,34.3,City B,Device 2,Downtown,3.0766765544063324
1982-01-23,30.8,City B,Device 2,Downtown,8.96808195532592
1982-01-24,32.0,City B,Device 2,Downtown,5.582525048881331
1982-01-25,33.4,City B,Device 2,Downtown,12.69635834215034
1982-01-26,28.3,City B,Device 2,Downtown,3.607655283055383
1982-01-27,29.6,City B,Device 2,Downtown,4.391918276877613
1982-01-28,27.5,City B,Device 2,Downtown,5.436955451859463
1982-01-29,32.0,City B,Device 2,Downtown,-1.5430839012458488
1982-01-30,32.1,City B,Device 2,Downtown,6.806795382615613
1982-01-31,29.0,City B,Device 2,Downtown,6.442538339795506
1982-02-01,29.6,City B,Device 2,Downtown,5.327955091716306
1982-02-02,28.3,City B,Device 2,Downtown,0.3668126558399054
1982-02-03,29.8,City B,Device 2,Downtown,0.36031688009402885
1982-02-04,30.1,City B,Device 2,Downtown,6.759855555802533
1982-02-05,28.1,City B,Device 2,Downtown,8.525536062672066
1982-02-06,28.6,City B,Device 2,Downtown,9.783393895466663
1982-02-07,34.5,City B,Device 2,Downtown,2.313675428150242
1982-02-08,37.7,City B,Device 2,Downtown,1.9076059167236492
1982-02-09,32.2,City B,Device 2,Downtown,4.184183600946349
1982-02-10,28.5,City B,Device 2,Downtown,-0.92719042562151
1982-02-11,30.4,City B,Device 2,Downtown,3.233206471868767
1982-02-12,32.0,City B,Device 2,Downtown,7.555368912545948
1982-02-13,34.2,City B,Device 2,Downtown,9.903807504108245
1982-02-14,37.8,City B,Device 2,Downtown,5.837466360903991
1982-02-15,41.3,City B,Device 2,Downtown,9.921660945665806
1982-02-16,33.2,City B,Device 2,Downtown,6.232618813997213
1982-02-17,32.0,City B,Device 2,Downtown,5.5740917454167604
1982-02-18,29.8,City B,Device 2,Downtown,4.4856764375674
1982-02-19,27.8,City B,Device 2,Downtown,5.560811137315986
1982-02-20,30.5,City B,Device 2,Downtown,4.2354411582683325
1982-02-21,30.6,City B,Device 2,Downtown,4.577267742829525
1982-02-22,28.1,City B,Device 2,Downtown,3.0143244951809827
1982-02-23,30.2,City B,Device 2,Downtown,5.777095705376011
1982-02-24,29.1,City B,Device 2,Downtown,5.043345245053359
1982-02-25,27.5,City B,Device 2,Downtown,0.5612598961516637
1982-02-26,29.6,City B,Device 2,Downtown,4.277898494744041
1982-02-27,25.4,City B,Device 2,Downtown,2.432985822816504
1982-02-28,28.9,City B,Device 2,Downtown,-1.144601376222326
1982-03-01,26.9,City B,Device 2,Downtown,6.45165094802397
1982-03-02,28.5,City B,Device 2,Downtown,9.676064763567144
1982-03-03,24.8,City B,Device 2,Downtown,12.109190567194712
1982-03-04,29.0,City B,Device 2,Downtown,9.68725858847889
1982-03-05,36.5,City B,Device 2,Downtown,2.3875953421758176
1982-03-06,34.5,City B,Device 2,Downtown,8.525734978124163
1982-03-07,31.7,City B,Device 2,Downtown,8.359697010668416
1982-03-08,34.1,City B,Device 2,Downtown,-0.9634885941838647
1982-03-09,26.0,City B,Device 2,Downtown,7.5838655461743505
1982-03-10,24.0,City B,Device 2,Downtown,6.8815311061745765
1982-03-11,25.0,City B,Device 2,Downtown,5.488424750920375
1982-03-12,29.6,City B,Device 2,Downtown,5.865850147030416
1982-03-13,27.5,City B,Device 2,Downtown,5.174922148232252
1982-03-14,32.2,City B,Device 2,Downtown,9.895807545965084
1982-03-15,34.2,City B,Device 2,Downtown,3.794633498504339
1982-03-16,37.2,City B,Device 2,Downtown,4.400181820336162
1982-03-17,30.7,City B,Device 2,Downtown,5.022166951118551
1982-03-18,29.2,City B,Device 2,Downtown,5.826992225450216
1982-03-19,24.8,City B,Device 2,Downtown,-0.289749402973694
1982-03-20,29.0,City B,Device 2,Downtown,9.163921428646896
1982-03-21,32.5,City B,Device 2,Downtown,5.67859927052947
1982-03-22,35.7,City B,Device 2,Downtown,6.707373787474336
1982-03-23,30.6,City B,Device 2,Downtown,5.591947975243372
1982-03-24,28.2,City B,Device 2,Downtown,4.440676186148347
1982-03-25,29.5,City B,Device 2,Downtown,3.934275459509115
1982-03-26,31.8,City B,Device 2,Downtown,5.288342427018562
1982-03-27,32.2,City B,Device 2,Downtown,5.456157022800287
1982-03-28,28.4,City B,Device 2,Downtown,8.465785266254452
1982-03-29,29.2,City B,Device 2,Downtown,6.0381732388540215
1982-03-30,29.3,City B,Device 2,Downtown,4.599533991901818
1982-03-31,25.2,City B,Device 2,Downtown,10.9596953328272
1982-04-01,25.4,City B,Device 2,Downtown,1.1617215310594338
1982-04-02,27.3,City B,Device 2,Downtown,0.9793724722894979
1982-04-03,26.9,City B,Device 2,Downtown,6.063806156338484
1982-04-04,26.2,City B,Device 2,Downtown,4.362880143528139
1982-04-05,23.5,City B,Device 2,Downtown,-0.32378796467450144
1982-04-06,27.0,City B,Device 2,Downtown,4.063311015866564
1982-04-07,27.4,City B,Device 2,Downtown,2.868032687957651
1982-04-08,27.9,City B,Device 2,Downtown,8.393385801274885
1982-04-09,25.1,City B,Device 2,Downtown,3.1362446887092656
1982-04-10,30.0,City B,Device 2,Downtown,8.151843946601817
1982-04-11,28.6,City B,Device 2,Downtown,6.379345100630552
1982-04-12,27.4,City B,Device 2,Downtown,4.38100726386536
1982-04-13,28.6,City B,Device 2,Downtown,5.063515485764447
1982-04-14,31.1,City B,Device 2,Downtown,6.285976218901658
1982-04-15,34.5,City B,Device 2,Downtown,-1.9241155408848982
1982-04-16,29.2,City B,Device 2,Downtown,5.981205222708102
1982-04-17,24.3,City B,Device 2,Downtown,3.862641167597484
1982-04-18,25.1,City B,Device 2,Downtown,10.393758099164335
1982-04-19,22.4,City B,Device 2,Downtown,2.9261931297135133
1982-04-20,23.6,City B,Device 2,Downtown,8.427691760015666
1982-04-21,22.8,City B,Device 2,Downtown,-2.544773873217334
1982-04-22,24.1,City B,Device 2,Downtown,7.443875044952865
1982-04-23,28.0,City B,Device 2,Downtown,5.828308261769825
1982-04-24,31.5,City B,Device 2,Downtown,4.258950527342794
1982-04-25,27.9,City B,Device 2,Downtown,4.6373320685409904
1982-04-26,21.9,City B,Device 2,Downtown,4.218318228132946
1982-04-27,21.9,City B,Device 2,Downtown,6.269009628749828
1982-04-28,23.7,City B,Device 2,Downtown,4.597254306109044
1982-04-29,25.0,City B,Device 2,Downtown,-0.36321312525352667
1982-04-30,25.8,City B,Device 2,Downtown,4.442567429659014
1982-05-01,22.5,City B,Device 2,Downtown,11.704165212877657
1982-05-02,21.3,City B,Device 2,Downtown,5.140538614574904
1982-05-03,26.9,City B,Device 2,Downtown,5.872363839406116
1982-05-04,28.8,City B,Device 2,Downtown,3.6858364775371295
1982-05-05,26.8,City B,Device 2,Downtown,5.522163398485185
1982-05-06,26.0,City B,Device 2,Downtown,5.533836673884832
1982-05-07,25.1,City B,Device 2,Downtown,4.216394241630465
1982-05-08,23.5,City B,Device 2,Downtown,7.5897901968122445
1982-05-09,20.5,City B,Device 2,Downtown,2.2307661287470117
1982-05-10,22.6,City B,Device 2,Downtown,4.609414375394973
1982-05-11,23.7,City B,Device 2,Downtown,6.515161256876293
1982-05-12,25.8,City B,Device 2,Downtown,4.198987461974256
1982-05-13,26.2,City B,Device 2,Downtown,1.3283610482742656
1982-05-14,24.1,City B,Device 2,Downtown,6.6747926557029125
1982-05-15,18.7,City B,Device 2,Downtown,2.0535171259139933
1982-05-16,19.6,City B,Device 2,Downtown,3.658075514739868
1982-05-17,21.6,City B,Device 2,Downtown,2.515557232435178
1982-05-18,28.2,City B,Device 2,Downtown,4.667814757876704
1982-05-19,30.2,City B,Device 2,Downtown,3.7118420803609604
1982-05-20,22.6,City B,Device 2,Downtown,3.576230398761776
1982-05-21,23.4,City B,Device 2,Downtown,7.042936781942155
1982-05-22,21.0,City B,Device 2,Downtown,10.287826704249943
1982-05-23,23.3,City B,Device 2,Downtown,3.927457357942961
1982-05-24,23.6,City B,Device 2,Downtown,6.567965522294367
1982-05-25,26.1,City B,Device 2,Downtown,3.9337595285235754
1982-05-26,27.1,City B,Device 2,Downtown,5.296826738097489
1982-05-27,27.9,City B,Device 2,Downtown,8.383254034850689
1982-05-28,29.0,City B,Device 2,Downtown,5.150879717081145
1982-05-29,27.5,City B,Device 2,Downtown,2.5533579463857614
1982-05-30,26.5,City B,Device 2,Downtown,2.810220163137082
1982-05-31,22.0,City B,Device 2,Downtown,3.1497607248165003
1982-06-01,22.1,City B,Device 2,Downtown,4.9600873360775095
1982-06-02,24.0,City B,Device 2,Downtown,7.574034356273243
1982-06-03,18.1,City B,Device 2,Downtown,0.9236094766942111
1982-06-04,17.5,City B,Device 2,Downtown,1.8881324919350462
1982-06-05,15.0,City B,Device 2,Downtown,2.2263763652718573
1982-06-06,16.6,City B,Device 2,Downtown,-0.2482162651876667
1982-06-07,17.6,City B,Device 2,Downtown,8.977768050465446
1982-06-08,20.7,City B,Device 2,Downtown,4.8908640687077165
1982-06-09,17.3,City B,Device 2,Downtown,10.702337959171476
1982-06-10,19.5,City B,Device 2,Downtown,0.7269989744569951
1982-06-11,23.2,City B,Device 2,Downtown,8.882546939777523
1982-06-12,21.9,City B,Device 2,Downtown,2.895054403508109
1982-06-13,22.3,City B,Device 2,Downtown,3.777890944476847
1982-06-14,21.0,City B,Device 2,Downtown,2.0331066287253874
1982-06-15,22.3,City B,Device 2,Downtown,2.1504084215370227
1982-06-16,22.6,City B,Device 2,Downtown,1.0287637663143379
1982-06-17,23.0,City B,Device 2,Downtown,5.648998872861422
1982-06-18,23.0,City B,Device 2,Downtown,1.0573969024195335
1982-06-19,21.8,City B,Device 2,Downtown,4.274594404031381
1982-06-20,22.3,City B,Device 2,Downtown,4.972395367269801
1982-06-21,21.2,City B,Device 2,Downtown,6.999832056218331
1982-06-22,21.9,City B,Device 2,Downtown,5.301175167198643
1982-06-23,23.9,City B,Device 2,Downtown,5.963977500387763
1982-06-24,19.0,City B,Device 2,Downtown,6.543234681698967
1982-06-25,16.3,City B,Device 2,Downtown,4.948247404220848
1982-06-26,15.8,City B,Device 2,Downtown,6.090043755722795
1982-06-27,19.3,City B,Device 2,Downtown,2.060839425665061
1982-06-28,22.3,City B,Device 2,Downtown,2.6735886958882333
1982-06-29,22.7,City B,Device 2,Downtown,10.69253242141805
1982-06-30,24.0,City B,Device 2,Downtown,4.964797356870327
1982-07-01,19.2,City B,Device 2,Downtown,2.868497975999135
1982-07-02,16.6,City B,Device 2,Downtown,9.13963970321284
1982-07-03,17.6,City B,Device 2,Downtown,4.529472168455695
1982-07-04,18.4,City B,Device 2,Downtown,3.060526919648018
1982-07-05,18.9,City B,Device 2,Downtown,0.6530253544338649
1982-07-06,22.0,City B,Device 2,Downtown,7.338475598156634
1982-07-07,22.8,City B,Device 2,Downtown,1.7410972783673246
1982-07-08,20.3,City B,Device 2,Downtown,3.382902259939889
1982-07-09,17.4,City B,Device 2,Downtown,6.932299963828806
1982-07-10,17.8,City B,Device 2,Downtown,5.550900722774362
1982-07-11,19.0,City B,Device 2,Downtown,4.740719378474576
1982-07-12,22.5,City B,Device 2,Downtown,4.358036655315415
1982-07-13,22.8,City B,Device 2,Downtown,8.437782062402965
1982-07-14,20.6,City B,Device 2,Downtown,11.690822443405036
1982-07-15,18.3,City B,Device 2,Downtown,3.3537175125428442
1982-07-16,20.0,City B,Device 2,Downtown,6.706712271508148
1982-07-17,18.7,City B,Device 2,Downtown,10.786400916062352
1982-07-18,18.9,City B,Device 2,Downtown,8.237171164852189
1982-07-19,20.2,City B,Device 2,Downtown,2.9395051226648325
1982-07-20,15.2,City B,Device 2,Downtown,3.7079581187781527
1982-07-21,15.8,City B,Device 2,Downtown,3.206094372499285
1982-07-22,15.9,City B,Device 2,Downtown,2.259669771035681
1982-07-23,18.5,City B,Device 2,Downtown,3.1282845419940135
1982-07-24,21.6,City B,Device 2,Downtown,5.785626436821021
1982-07-25,24.5,City B,Device 2,Downtown,3.2389129845355886
1982-07-26,24.0,City B,Device 2,Downtown,7.628599587951074
1982-07-27,18.5,City B,Device 2,Downtown,5.369766390718379
1982-07-28,19.5,City B,Device 2,Downtown,3.808622951431574
1982-07-29,20.7,City B,Device 2,Downtown,7.658269760620974
1982-07-30,20.6,City B,Device 2,Downtown,5.956915477161381
1982-07-31,22.1,City B,Device 2,Downtown,5.794602877357312
1982-08-01,24.7,City B,Device 2,Downtown,8.120115363603439
1982-08-02,23.3,City B,Device 2,Downtown,6.719796345575119
1982-08-03,24.1,City B,Device 2,Downtown,4.673304599485872
1982-08-04,17.8,City B,Device 2,Downtown,7.812664528603239
1982-08-05,17.2,City B,Device 2,Downtown,5.927953406613985
1982-08-06,19.5,City B,Device 2,Downtown,13.751926288619323
1982-08-07,18.8,City B,Device 2,Downtown,8.29606550314136
1982-08-08,18.8,City B,Device 2,Downtown,8.459637864124167
1982-08-09,21.2,City B,Device 2,Downtown,8.872980114885467
1982-08-10,26.5,City B,Device 2,Downtown,5.239518833768859
1982-08-11,25.2,City B,Device 2,Downtown,8.938686234589184
1982-08-12,22.9,City B,Device 2,Downtown,5.0700710827089726
1982-08-13,24.0,City B,Device 2,Downtown,2.506479790443792
1982-08-14,24.5,City B,Device 2,Downtown,3.30804062476953
1982-08-15,21.0,City B,Device 2,Downtown,6.583851662997618
1982-08-16,23.2,City B,Device 2,Downtown,0.31664032802393915
1982-08-17,24.2,City B,Device 2,Downtown,5.625058764362755
1982-08-18,19.3,City B,Device 2,Downtown,2.814949743657883
1982-08-19,21.6,City B,Device 2,Downtown,7.154649147685561
1982-08-20,24.4,City B,Device 2,Downtown,2.7614788680279583
1982-08-21,28.2,City B,Device 2,Downtown,10.616909786825978
1982-08-22,21.6,City B,Device 2,Downtown,7.3034543869725885
1982-08-23,20.1,City B,Device 2,Downtown,1.1934231224786007
1982-08-24,27.1,City B,Device 2,Downtown,10.276278050251502
1982-08-25,26.2,City B,Device 2,Downtown,4.318242471918966
1982-08-26,23.5,City B,Device 2,Downtown,2.817571670840597
1982-08-27,19.6,City B,Device 2,Downtown,1.9286020510214037
1982-08-28,22.0,City B,Device 2,Downtown,6.703294218966959
1982-08-29,29.2,City B,Device 2,Downtown,9.513565599994015
1982-08-30,27.7,City B,Device 2,Downtown,3.2647190824050636
1982-08-31,22.6,City B,Device 2,Downtown,2.007137474485842
1982-09-01,19.0,City B,Device 2,Downtown,1.580899735901649
1982-09-02,25.0,City B,Device 2,Downtown,9.489215934080642
1982-09-03,25.5,City B,Device 2,Downtown,10.012187665132773
1982-09-04,20.0,City B,Device 2,Downtown,3.9545865796421067
1982-09-05,19.5,City B,Device 2,Downtown,6.613115262322662
1982-09-06,23.2,City B,Device 2,Downtown,4.991283649173376
1982-09-07,19.3,City B,Device 2,Downtown,4.818109093162272
1982-09-08,24.8,City B,Device 2,Downtown,7.8920678966522555
1982-09-09,20.8,City B,Device 2,Downtown,6.32286800204133
1982-09-10,20.0,City B,Device 2,Downtown,5.988469900284431
1982-09-11,23.5,City B,Device 2,Downtown,4.122263193920276
1982-09-12,24.0,City B,Device 2,Downtown,7.446801079132634
1982-09-13,18.6,City B,Device 2,Downtown,4.153982292767118
1982-09-14,21.7,City B,Device 2,Downtown,5.14976746420357
1982-09-15,21.7,City B,Device 2,Downtown,5.658432481326309
1982-09-16,25.1,City B,Device 2,Downtown,1.39653303423965
1982-09-17,30.0,City B,Device 2,Downtown,4.102715099716567
1982-09-18,23.9,City B,Device 2,Downtown,4.062190959004785
1982-09-19,20.7,City B,Device 2,Downtown,5.303609259494959
1982-09-20,19.2,City B,Device 2,Downtown,1.6645457276734361
1982-09-21,19.0,City B,Device 2,Downtown,1.440344897164974
1982-09-22,20.3,City B,Device 2,Downtown,9.870386309879258
1982-09-23,21.3,City B,Device 2,Downtown,8.46933081918094
1982-09-24,23.5,City B,Device 2,Downtown,7.667118070106308
1982-09-25,26.5,City B,Device 2,Downtown,10.474456359769961
1982-09-26,22.7,City B,Device 2,Downtown,6.258785712648679
1982-09-27,24.2,City B,Device 2,Downtown,4.726763795218461
1982-09-28,22.8,City B,Device 2,Downtown,6.44652724530038
1982-09-29,21.3,City B,Device 2,Downtown,-0.637860974350505
1982-09-30,21.3,City B,Device 2,Downtown,1.7057505637369061
1982-10-01,23.6,City B,Device 2,Downtown,7.275911189064345
1982-10-02,21.1,City B,Device 2,Downtown,5.09784644947003
1982-10-03,28.2,City B,Device 2,Downtown,1.167090994756296
1982-10-04,24.9,City B,Device 2,Downtown,6.975610614679386
1982-10-05,19.7,City B,Device 2,Downtown,7.996704946979842
1982-10-06,20.8,City B,Device 2,Downtown,7.003638684093005
1982-10-07,29.9,City B,Device 2,Downtown,4.909109661683564
1982-10-08,25.7,City B,Device 2,Downtown,2.491851559842846
1982-10-09,23.6,City B,Device 2,Downtown,5.322784814505545
1981-01-01,25.700000000000003,City C,Device 3,Suburb,6.280772986477053
1981-01-02,22.9,City C,Device 3,Suburb,3.924233607004086
1981-01-03,23.799999999999997,City C,Device 3,Suburb,6.809107730380097
1981-01-04,19.6,City C,Device 3,Suburb,5.943295801257412
1981-01-05,20.8,City C,Device 3,Suburb,5.999343651414497
1981-01-06,20.8,City C,Device 3,Suburb,-1.0976193664647624
1981-01-07,20.8,City C,Device 3,Suburb,8.243278979063277
1981-01-08,22.4,City C,Device 3,Suburb,10.17317515985566
1981-01-09,26.799999999999997,City C,Device 3,Suburb,3.792597126291151
1981-01-10,25.0,City C,Device 3,Suburb,0.569303056443557
1981-01-11,21.2,City C,Device 3,Suburb,6.916787958259426
1981-01-12,18.3,City C,Device 3,Suburb,3.603020802698501
1981-01-13,21.7,City C,Device 3,Suburb,2.0989628869753707
1981-01-14,26.5,City C,Device 3,Suburb,8.653148767626059
1981-01-15,30.0,City C,Device 3,Suburb,0.8498619425415086
1981-01-16,25.700000000000003,City C,Device 3,Suburb,7.152285866111172
1981-01-17,25.6,City C,Device 3,Suburb,1.256797637282539
1981-01-18,29.799999999999997,City C,Device 3,Suburb,9.38680394832642
1981-01-19,22.700000000000003,City C,Device 3,Suburb,6.549657398127113
1981-01-20,20.5,City C,Device 3,Suburb,4.22781501047951
